  2027,   1682,    850,   1733,   2075,    628,    539,    976,    573,    517,   1850,   1035,   1025,    738,   2063,   1207,   1161,    615,    908,   2474, 999999,   2005,    541,    165,    937,    273,    680,   2103,   1902,   1731,    447,   2260,   2419,    853,   1207,    422,   2405,   1059,    557,    851,   1127,    493,   2529,   1031,   1084,    551,    654,   2364,   2716,   1716,    525,    653
  3535,    581,   2222,   3242,   1341,   1952,   1575,   1158,   1660,   1873,   3085,   1157,   1419,   2487,   1253,   2754,    911,   1608,   2280,   3982,   1781, 999999,   1993,   1914,   1957,   1782,   2227,   1366,   1335,    720,   1950,   2353,   1976,   1311,   2716,   1778,    551,   1041,   1927,   2223,   2674,   1813,    562,   1378,   1120,   2060,   1950,    430,   3412,    339,   1484,   2015
  2154,   1668,    897,   1860,   1894,    627,    526,    962,    559,    515,   1881,   1021,    821,    768,   1882,   1339,   1147,    601,    954,   2601,    400,   1991, 999999,    532,    628,    400,    845,   1922,   1721,   1717,    568,   2061,   2150,    839,   1334,    421,   2391,   1045,    247,    897,   1259,    492,   2515,    928,   1070,    678,    653,   2350,   2746,   1702,    512,    690
  1905,   1517,    729,   1612,   1910,    463,    375,    811,    408,    352,   1835,    870,    860,    722,   1898,   1092,    996,    450,    786,   2352,    199,   1840,    458, 999999,    921,    152,    565,   1938,   1738,   1566,    326,   2245,   2254,    688,   1086,    257,   2240,    894,    392,    729,   1012,    328,   2364,    866,    919,    430,    490,   2199,   2700,   1551,    361,    526
  2627,   1634,   1370,   2334,   1288,   1100,    946,    940,   1032,    989,   1308,    971,    573,    889,   1275,   1595,   1113,   1075,   1428,   2827,    873,   1957,    634,    974, 999999,    874,   1319,   1316,   1115,   1674,   1042,   1437,   1543,    938,   1808,    894,   2357,    995,    720,   1371,   1515,    965,   2481,    680,    866,   1152,   1127,   2316,   2436,   1668,    985,   1163
  1753,   1458,    577,   1460,   1852,    404,    316,    753,    349,    293,   1940,    811,    801,    827,   1839,    972,    937,    391,    634,   2200,    127,   1781,    399,    141,    867, 999999,    445,   1880,   1679,   1507,    174,   2220,   2195,    629,    934,    198,   2182,    835,    334,    577,    892,    269,   2306,    808,    860,    278,    430,   2141,   2805,   1492,    302,    379
  1732,   1960,    936,   1439,   2354,    826,    818,   1255,    851,    740,   2344,   1313,   1303,   1152,   2341,    527,   1439,    893,    993,   1828,    629,   2283,    901,    545,   1369,    502, 999999,   2382,   2181,   2009,    533,   2722,   2697,   1131,   1081,    671,   2684,   1337,    836,    937,    447,    771,   2808,   1310,   1362,    636,    853,   2643,   2793,   1994,    804,    738
  3631,   1023,   2318,   3337,     45,   2048,   1670,   1253,   1756,   1968,   1945,   1253,   1383,   2169,    172,   2850,    936,   1703,   2375,   3835,   1877,   1360,   1914,   2010,   1313,   1878,   2323, 999999,    195,    716,   2046,   1213,    644,   1407,   2811,   1874,   1761,   1136,   1859,   2318,   2770,   1908,   1885,   1305,   1215,   2155,   2046,   1623,   2272,   1072,   1579,   2111
  3438,   1004,   2125,   3145,    175,   1855,   1477,   1061,   1563,   1776,   1814,   1060,   1190,   1976,    163,   2657,    743,   1510,   2182,   3705,   1684,   1341,   1721,   1817,   1120,   1685,   2130,    203, 999999,    697,   1853,   1083,    816,   1214,   2619,   1681,   1742,    943,   1666,   2126,   2577,   1715,   1866,   1113,   1023,   1963,   1853,   1604,   2141,   1053,   1386,   1918
  3265,    376,   1952,   2972,    706,   1682,   1304,    888,   1390,   1603,   2450,    887,   1148,   2217,    618,   2484,    640,   1337,   2009,   3712,   1511,    713,   1722,   1644,   1683,   1512,   1957,    731,    700, 999999,   1680,   1718,   1341,   1041,   2446,   1508,   1113,    771,   1657,   1953,   2404,   1542,   1206,   1108,    850,   1790,   1680,    907,   2777,    424,   1213,   1745
  1639,   1625,    478,   1346,   2018,    414,    482,    919,    515,    332,   2106,    978,    968,    994,   2006,   1052,   1104,    558,    530,   2086,    293,   1947,    566,    308,   1033,    166,    526,   2046,   1845,   1673, 999999,   2386,   2361,    796,    820,    263,   2348,   1002,    500,    479,    973,    372,   2472,    974,   1027,    164,    440,   2307,   2972,   1659,    468,    281
  3980,   2024,   2723,   3686,   1194,   2453,   2147,   2010,   2283,   2341,   1018,   1967,   1644,   1923,   1182,   2595,   1826,   2291,   2780,   2869,   2226,   2361,   2063,   2320,   1444,   2227,   2672,   1222,   1084,   1717,   2395, 999999,   1356,   2009,   3160,   2247,   2761,   1992,   2119,   2723,   2668,   2318,   2885,   1705,   1863,   2504,   2479,   2623,   1074,   2072,   2167,   2516
  3973,   1647,   2717,   3680,    657,   2447,   2141,   1885,   2276,   2335,   2106,   1884,   1637,   2423,    796,   3130,   1567,   2285,   2774,   3997,   2219,   1984,   2168,   2352,   1567,   2220,   2665,    651,    826,   1340,   2388,   1375, 999999,   2003,   3154,   2240,   2384,   1767,   2113,   2717,   3050,   2311,   2508,   1698,   1847,   2498,   2473,   2247,   2433,   1695,   2161,   2510
  2392,    991,   1079,   2098,   1385,    806,    431,    177,    495,    729,   2248,    365,    402,   1343,   1372,   1610,    470,    464,   1136,   2839,    638,   1314,    849,    770,    940,    638,   1084,   1413,   1212,   1040,    807,   2017,   1992, 999999,   1572,    635,   1715,    389,    783,   1079,   1531,    669,   1839,    362,    414,    916,    796,   1674,   3075,   1026,    340,    872
  1091,   2415,    963,    608,   2808,   1174,   1273,   1709,   1306,   1102,   2738,   1768,   1758,   1511,   2796,    832,   1894,   1348,    866,   1602,   1084,   2738,   1356,   1000,   1823,    957,   1081,   2836,   2636,   2464,    814,   3176,   3152,   1586, 999999,   1033,   3138,   1792,   1290,   1010,    752,   1142,   3262,   1764,   1817,    656,   1201,   3097,   3098,   2449,   1258,   1011
  1852,   1459,    476,   1559,   1853,    206,    317,    754,    350,     95,   2015,    812,    821,    902,   1840,   1169,    938,    392,    534,   2299,    196,   1782,    421,    329,    888,    197,    642,   1881,   1680,   1508,    267,   2240,   2215,    631,   1033, 999999,   2183,    837,    355,    477,   1089,    109,   2307,    809,    862,    377,    232,   2142,   2880,   1494,    303,    269
  3936,    981,   2623,   3642,   1741,   2353,   1975,   1558,   2061,   2273,   3485,   1558,   1819,   2887,   1653,   3154,   1311,   2008,   2680,   4383,   2182,    551,   2393,   2314,   2358,   2182,   2628,   1766,   1736,   1120,   2351,   2754,   2376,   1711,   3116,   2179, 999999,   1441,   2327,   2623,   3075,   2213,   1075,   1779,   1521,   2460,   2350,    981,   3812,    739,   1884,   2416
  2592,    718,   1279,   2298,   1112,   1009,    631,    253,    716,    929,   2310,    213,    475,   1543,   1099,   1810,    197,    664,   1336,   3038,    838,   1041,   1049,    970,   1013,    838,   1283,   1140,    939,    767,   1006,   2005,   1753,    382,   1772,    835,   1442, 999999,    983,   1279,   1730,    869,   1566,    435,    129,   1116,   1006,   1401,   3063,    753,    540,   1072
  2088,   1602,    831,   1795,   1838,    561,    406,    897,    493,    450,   2022,    955,    700,    965,   1826,   1307,   1081,    536,    888,   2535,    334,   1925,    247,    467,    714,    335,    780,   1866,   1666,   1651,    503,   2119,   2094,    774,   1269,    355,   2326,    980, 999999,    832,   1227,    426,   2450,    807,   1005,    613,    587,   2285,   2943,   1637,    446,    624
  1818,   1915,    103,   1525,   2308,    487,    772,   1209,    704,    435,   2497,   1268,   1304,   1385,   2296,   1387,   1394,    848,    161,   2265,    679,   2237,    904,    721,   1371,    580,    932,   2336,   2135,   1963,    482,   2722,   2698,   1086,    999,    483,   2638,   1292,    838, 999999,   1307,    463,   2762,   1264,   1317,    368,    513,   2597,   3362,   1949,    758,    255
  1403,   2407,   1267,   1110,   2763,   1273,   1265,   1702,   1298,   1187,   2057,   1760,   1750,    877,   2751,    151,   1886,   1340,   1170,   1452,   1076,   2730,   1259,    992,   1497,    949,    447,   2791,   2591,   2456,    980,   2672,   3019,   1578,    752,   1118,   3131,   1784,   1283,   1314, 999999,   1218,   3254,   1757,   1809,    960,   1300,   3090,   2417,   2441,   1251,   1185
  1940,   1502,    460,   1647,   1896,    158,    360,    797,    330,    141,   2087,    855,    892,    974,   1883,   1241,    981,    435,    518,   2387,    269,   1825,    493,    401,    961,    269,    715,   1924,   1723,   1551,    376,   2312,   2287,    674,   1121,    109,   2226,    880,    428,    461,   1161, 999999,   2350,    852,    905,    486,    184,   2185,   2952,   1537,    346,    253
  4060,   1105,   2747,   3766,   1865,   2477,   2099,   1682,   2184,   2397,   3609,   1682,   1943,   3011,   1777,   3278,   1435,   2132,   2804,   4507,   2306,    562,   2517,   2438,   2482,   2306,   2752,   1890,   1860,   1206,   2475,   2878,   2500,   1835,   3240,   2303,   1075,   1565,   2451,   2747,   3199,   2337, 999999,   1903,   1645,   2584,   2474,    693,   3936,    863,   2008,   2540
  2528,   1014,   1215,   2234,   1288,    945,    567,    319,    653,    865,   1982,    367,    136,   1384,   1275,   1747,    493,    600,   1272,   2975,    774,   1337,    930,    906,    674,    775,   1220,   1316,   1115,   1063,    943,   1709,   1685,    318,   1708,    771,   1737,    391,    809,   1215,   1667,    805,   1861, 999999,    398,   1052,    942,   1696,   2768,   1048,    476,   1008
  2614,    797,   1301,   2320,   1190,   1031,    653,    275,    739,    951,   2182,    174,    497,   1565,   1178,   1833,    276,    686,   1358,   3061,    860,   1120,   1071,    992,    886,    861,   1306,   1218,   1018,    846,   1029,   1877,   1831,    404,   1794,    857,   1520,    129,   1006,   1301,   1753,    891,   1644,    430, 999999,   1138,   1028,   1479,   2935,    831,    562,   1094
  1475,   1771,    319,   1182,   2164,    531,    629,   1065,    662,    458,   2155,   1124,   1114,   1042,   2152,   1044,   1250,    704,    366,   1922,    440,   2094,    712,    356,   1180,    313,    568,   2192,   1992,   1820,    170,   2533,   2508,    942,    656,    389,   2494,   1148,    647,    367,    964,    498,   2618,   1121,   1173, 999999,    557,   2453,   3020,   1805,    615,    367
  2026,   1561,    516,   1732,   1954,     93,    418,    855,    230,    227,   2173,    914,    951,   1060,   1942,   1327,   1040,    407,    573,   2473,    354,   1884,    579,    487,   1046,    355,    800,   1982,   1781,   1610,    462,   2398,   2373,    729,   1206,    195,   2284,    938,    513,    516,   1247,     86,   2408,    910,    963,    572, 999999,   2243,   3038,   1595,    404,    261
  3903,   1004,   2590,   3610,   1612,   2320,   1943,   1526,   2028,   2241,   3357,   1525,   1787,   2855,   1525,   3122,   1279,   1976,   2648,   4350,   2149,    430,   2361,   2282,   2325,   2150,   2595,   1637,   1607,    907,   2318,   2625,   2247,   1679,   3084,   2146,    981,   1409,   2295,   2591,   3042,   2181,    693,   1746,   1488,   2428,   2318, 999999,   3684,    648,   1852,   2383
  3746,   3094,   3404,   3453,   2265,   3134,   3045,   3080,   3078,   3023,   1122,   3037,   2714,   2028,   2252,   2342,   2896,   3121,   3462,   2616,   2870,   3431,   2876,   2791,   2434,   2861,   2790,   2293,   2154,   2787,   3029,   1124,   2426,   3079,   3095,   2928,   3831,   3062,   3063,   3405,   2414,   2999,   3955,   2775,   2933,   3139,   3160,   3694, 999999,   3142,   3031,   3197
  3258,    359,   1945,   2965,   1063,   1675,   1297,    881,   1383,   1596,   2808,    880,   1141,   2209,    975,   2477,    633,   1330,   2002,   3705,   1504,    331,   1715,   1637,   1680,   1505,   1950,   1088,   1058,    443,   1673,   2076,   1698,   1034,   2439,   1501,    731,    764,   1650,   1946,   2397,   1535,    855,   1101,    843,   1783,   1673,    648,   3134, 999999,   1206,   1738
  2075,   1156,    762,   1781,   1550,    492,    114,    451,    199,    412,   2139,    509,    546,   1026,   1537,   1293,    635,    147,    819,   2522,    321,   1479,    532,    453,    999,    321,    767,   1578,   1377,   1205,    490,   2161,   2136,    327,   1255,    318,   1880,    534,    466,    762,   1214,    352,   2004,    506,    559,    599,    489,   1839,   3004,   1191, 999999,    555
  1800,   1705,    255,   1507,   2098,    243,    562,    999,    451,    225,   2287,   1058,   1094,   1175,   2086,   1348,   1184,    628,    312,   2247,    469,   2028,    694,    577,   1161,    436,    821,   2126,   1925,   1754,    362,   2513,   2488,    876,    981,    273,   2428,   1082,    628,    255,   1268,    253,   2552,   1054,   1107,    350,    285,   2387,   3153,   1739,    548, 999999
